English Word,IPA Pronunciation,German Translation,Gender,Word Type,Domains,Examples,Synonyms
Abhaldung,ˈaphˌaldʊŋ,reclaiming,,,techn.,0,
Abhandlung,ˈaphˌandlʊŋ,"treatise , disquisition",,,schriftliche,0,Traktat
Abhandlung,ˈaphˌandlʊŋ,screed,,,langweilige,0,"Erguss, Elaborat"
Abhang,ˈaphˌaŋ,slope,,,geogr.,2,
Abhebe-Formmaschine,ˈaphˌeːbə fˌɔɾmaʃˈiːnə,pin-lift moulding machine,,,techn.,2,
sichere Abhebegeschwindigkeit,zˈɪçərə ˈaphˌeːbeːɡˌɛʃvɪndˌɪçkaɪt,"take-off safety speed V2,  /fˈaʊ tsvˈaɪ/",,,aviat.,0,
Abhebezeit,ˈaphˌeːbeːtsˌaɪt,"airborne time , time off the ground",,,aviat.,0,
Behebung,bəhˈeːbʊŋ,withdrawal,,,"fin., Ös.",1,Abhebung
Bankomatbehebung,bˈankoːmˌatbeːˌeːbʊŋ,"withdrawal at cash points/cash machines/ATMs, cash point/cash machine/ATM withdrawal",,,Ös.,0,
Behebungsgrenze,bəhˌeːbʊŋsɡɾˈɛntsə,withdrawal limit,,,Ös.,0,"Abhebungsgrenze, Behebungslimit, Abhebungslimit"
Behebungslimit,bəhˌeːbʊŋsliːmˈɪt,withdrawal limit,,,"fin., Ös.",0,"Abhebungsgrenze, Behebungsgrenze, Abhebungslimit"
Abmusterungsnachweis,ˈapmˌʊsteːrˌʊŋsnaxvˌaɪs,disembarkation card,,,"adm., naut.",0,Abheuerungsnachweis
Remedur,rˌeːmeːdˈuːɾ,remedy,,,Schw.,1,"Abhilfe, Mittel, Rezept"
Abhitzekessel,ˈaphˌɪtseːkˌɛsəl,"waste heat recovery boiler WHRB,  /(en)dˌʌbəljˌuːˌeɪtʃˌɑːbˈiː(de)/ , waste heat boiler , heat recovery boiler , heat recovery steam generator HRSG,  /hˌɑːˌɛrˌɛsɡˈeː/",,,techn.,4,
Abhitzeverwertung,ˈaphˌɪtseːfɜvɜtˌʊŋ,waste heat recovery,,,techn.,0,
Abhörskandal,ˈaphˌœɾskandˌɑːl,eavesdropping scandal,,,pol.,0,
Kahlschlag,kˈɑːlʃlɑːk,"deforestation , disforestation , disafforestation , forest clearance , forest clearing",,,"geogr., envir.",0,"Abholzen, Rodung, Abholzung"
Auskultation,ˌaʊskʊltatsjˈoːn,listening,,,med.,0,Abhorchen
Abhören,ˈaphˌøːrən,interception,,,telco.,0,
Minispion,mˌiːnɪspjˈoːn,"listening device , bugging device , bug",,,ugs.,0,"Wanze, Abhörgerät"
Wanze,vˈantsə,"listening device , bugging device , bug",,,ugs.,0,"Minispion, Abhörgerät"
Abhörgesetz,ˈaphˌœɾɡeːzˌɛts,Wiretapping Act,,,jur.,0,
Abietat,ˌapiːtˈɑːt,abietate,,,chem.,0,
Coniferin,kˈoːniːfərˌɪn,"abietin , coniferin",,,chem.,0,Abietin
Sylvinsäure,zˈylvɪnzˌɔørə,"abietic acid , sylvic acid",,,chem.,0,Abietinsäure
Abiogenese,ˈapɪˌoːɡənəsə,abiogenesis,,,biochem.,0,
Abioseston,ˈapɪˌoːzɛstˌoːn,abioseston,,,envir.,0,
Abiozön,ˈapɪˌoːtsøːn,"abiocoen , abiocen",,,"envir., Am.",0,
Abiturfeier,ˌapiːt??fˈaɪɜ,graduation party,,,"Dt., abendliche",0,"Abifeier, Maturafeier"
Abifeier,ˌapiːfˈaɪɜ,graduation party,,,"Dt., ugs.",0,"Maturafeier, Abiturfeier"
Maturafeier,mˌɑtuːrafˈaɪɜ,graduation party,,,"Schw., Ös., school",0,"Abifeier, Abiturfeier"
das Abitur ablegen,das ˌapiːtˈuːɾ ˈaplˌeːɡən,"get A-levels   , receive/obtain/earn a high-school diploma",,verb,"Dt., Br., Am.",0,"die Matura ablegen, maturieren"
die Matura ablegen,diː mˈɑtuːrˌɑː ˈaplˌeːɡən,"get A-levels   , receive/obtain/earn a high-school diploma",,verb,"Schw., Ös., Br.",0,"maturieren, das Abitur ablegen"
maturieren,mˌɑtuːrˈiːrən,"get A-levels   , receive/obtain/earn a high-school diploma",,verb,"Br., Am., Ös.",1,"die Matura ablegen, das Abitur ablegen"
Latein als Abiturfach haben,lˈɑtaɪn als ˈapiːtˌ??fax hˈɑːbən,"get A-levels in Latin  , take Latin as a required elective for high school graduation",,,"Dt., Br., Am.",0,Latein als Maturafach haben
Latein als Maturafach haben,lˈɑtaɪn als mˈɑtuːrˌɑfax hˈɑːbən,"get A-levels in Latin  , take Latin as a required elective for high school graduation",,,"Schw., Ös., Br.",0,Latein als Abiturfach haben
Abiturient,ˌapiːtˌuːrɪˈɛnt,"A-level student   , high-school senior",,,"Dt., Br., Am.",1,"Maturant, Maturand"
Maturant,mˌɑtuːrˈant,"A-level student   , high-school senior",,,"Br., Ös., Am.",1,"Maturand, Abiturient"
Maturand,mˈɑtuːrˌant,"A-level student   , high-school senior",,,"Schw., Am., Br.",0,"Maturant, Abiturient"
Abiturient,ˌapiːtˌuːrɪˈɛnt,secondary school leaver,,,"Dt., Br.",0,"Maturant, Maturand"
Maturant,mˌɑtuːrˈant,secondary school leaver,,,"Br., Ös.",0,"Maturand, Abiturient"
Maturand,mˈɑtuːrˌant,secondary school leaver,,,"Schw., Br., school",0,"Maturant, Abiturient"
Abiturient,Maturant,gap year student,,,stud.,0,
Abiturjahrgang,ˈapiːtˌ??jɑːɾɡˌaŋ,"A-level year group   , year   , class",,,"Dt., Br., Am.",1,"Abijahrgang, Maturajahrgang"
Abijahrgang,ˈapiːjˌɑːɾɡaŋ,"A-level year group   , year   , class",,,"Dt., Br., Am.",0,"Abiturjahrgang, Maturajahrgang"
Maturajahrgang,mˈɑtuːrˌɑjɑːɾɡˌaŋ,"A-level year group   , year   , class",,,"Ös., Br., Am.",1,"Abiturjahrgang, Abijahrgang"
Abiturzeitung,ˈapiːtˌ??tsaɪtˌʊŋ,spoof newspaper compiled by the A-level class / senior class / graduating class,,,"Dt., Am.",0,"Abizeitung, Maturazeitung"
Abizeitung,ˈapiːtsˌaɪtʊŋ,spoof newspaper compiled by the A-level class / senior class / graduating class,,,"Dt., Am., ugs.",0,"Abiturzeitung, Maturazeitung"
Maturazeitung,mˈɑtuːrˌɑtsaɪtˌʊŋ,spoof newspaper compiled by the A-level class / senior class / graduating class,,,"Schw., Ös., Am.",0,"Abiturzeitung, Abizeitung"
Abkantmaschine,ˈapkˌantmaʃˌiːnə,folding machine,,,mach.,0,
Abkantpresse,ˈapkˌantpɾɛsə,bend press,,,mach.,0,
Abgeschlossenheit,ˈapɡəʃlˌɔsənhˌaɪt,insularity,,,soc.,0,Abkapselung
Abkehr der Energiewirtschaft von der Nutzung kohlenstoffhaltiger Energieträger,ˈapkˌeːɾ dɛɾ ˌeːnɛɾɡˈiːvɪɾtʃˌaft fɔn dɛɾ nˈʊtsʊŋ kˈoːlənstˌɔfhaltˌɪɡɜ ˌeːnɛɾɡˈiːtɾɛːɡɜ,decarbonization / decarbonisation of the energy industry,,,envir.,0,
Abkippen,ˈapkˌɪpən,"open dumping , crude tipping",,,"Br., techn.",0,
Abklärung,ˈapklˌɛːrʊŋ,"diagnostic assessment , diagnostic work-up",,,"med., diagnostische",0,
Abklatschpräparat,ˈapklˌatʃpɾɛːparˌɑːt,impression preparation,,,biol.,0,
Abklemmung,ˈapklˌɛmʊŋ,clamping,,,med.,0,Abklemmen
Abklettern,ˈapklˌɛtɜn,downclimbing,,,sport,0,
Abklingbehälter,ˈapklˌɪŋbeːˌɛltɜ,decay tank,,,mach.,0,
Abklingkurve,ˈapklˌɪŋk??və,fall-off curve,,,phys.,0,
Abklingmodul,ˈapklˌɪŋmoːdˌuːl,modulus of decay,,,phys.,0,
Abklingwärme,ˈapklˌɪŋvɛɾmə,decay heat,,,mach.,0,
Relaxationszeit,rˈeːlaksatsjˌoːnstsaɪt,"decay time , relaxation time",,,phys.,0,Abklingzeit
Waschmaschine,vˈaʃmaʃˌiːnə,"scouring machine , scouring equipment",,,textil.,0,Abkochmaschine
Dekokt,dˈeːkɔkt,decoction,,,"pharm., chem.",0,"Abkochung, Absud, Sud"
Genfer Flüchtlingskonvention,ɡˈɛnfɜ flˌyçtlɪŋskˌɔnvəntsjˈoːn,"Convention relating to the Status of Refugees CRSR,  /tsˌeːˌɛrˌɛsˈɛɾ/ , Geneva refugee convention",,,pol.,0,Abkommen über die Rechtsstellung der Flüchtlinge
Abkommen,ˈapkˌɔmən,aiming off the target,,,mil.,0,
Derivat,dˌeːriːvˈɑːt,derivative,,,"pharm., chem.",0,Abkömmling
Trennen,tɾˈɛnən,"disconnection , disengagement",,,techn.,0,"Ausrücken, Ausklinken, Abkoppeln"
Abkühlungsresistenz,ˈapkˌyːlʊŋsrˌeːzɪstˌɛnts,"chilling resistance , chill tolerance",,,zool.,0,
Abkühlungszeit,ˈapkˌyːlʊŋstsˌaɪt,cooling-off period,,,techn.,0,
Abkündigung,ˈapkˌyndɪɡˌʊŋ,deprecation,,,comp.,0,
Abschneider,ˈapʃnˌaɪdɜ,shortcut,,,Ös.,0,Abkürzung
Buchstabensuppe,bˈuːxʃtɑːbˌɛnzʊpə,alphabet soup,,,"coll., pej., ugs.",0,Abkürzungsdschungel
Ablaßleitung,ˈaplˌaslaɪtˌʊŋ,"drain , drain line",,,"alt, techn.",0,Ablassleitung
Entfernen von Körpergewebe,ɛntfˈɛɾnən fɔn kˈœɾpɜɡˌeːveːbə,ablation,,,med.,0,"Ablation, Ablatio"
Ablation,ˈaplatsjˌoːn,ablation,,,meteo.,0,
Ablationsform,ˈaplˌatsjˌoːnsfɔɾm,ablation form,,,geol.,0,
Ablationsgradient,ˈaplˌatsjˌoːnsɡɾadˌiːnt,ablation gradient,,,geol.,0,
Gruskegel,ɡɾˈʊskeːɡəl,"ablation cone , dirt cone",,,geol.,0,Ablationskegel
Ablationstal,ˈaplatsjˌoːnstˌɑːl,"ablation hollow , ablation holler",,,geol.,0,Ablationssenke
Ablationsvolumen,ˈaplˌatsjˌoːnsvoːlˌʊmən,ablation volume,,,geol.,0,
Ablativ,ˈaplatˌiːf,ablative,,,ling.,0,
etw. ablegen,ˈɛtf ˈaplˌeːɡən,pigeonhole sth.,,verb,adm.,0,etw. ins Ablagefach legen
Ablageort,ˈaplˌɑɡeːˌɔɾt,filing place,,,adm.,0,
Ablageort,ˈaplˌɑɡeːˌɔɾt,file cabinet location,,,adm.,0,
Ablageort,ˈaplˌɑɡeːˌɔɾt,file location,,,comp.,0,
Bogenablage,bˈoːɡənˌablɑːɡə,delivery pile,,,print,0,Ablagestapel
Ablagesystem,ˈaplˌɑɡeːzystˌeːm,filing system,,,adm.,0,
Ablagerung,ˈaplˌɑɡərˌʊŋ,"deposit , sediment",,,"geol., envir.",0,
Gezeitenablagerung,ɡətsˈaɪtˌeːnablˌɑːɡərˌʊŋ,tidal mud deposit,,,geol.,0,
Absetzen,ˈapzɛtsən,"deposition , laying-down , settling , alleviation , scale",,,"geol., chem., envir.",0,"Ablagerung, Ablagern"
Übermurung,ˌyːbɜmˈuːrʊŋ,debris flow deposition,,,Schw.,0,Vermurung
Ablagerungsdichte,ˈaplˌɑɡeːrˌʊŋsdɪçtə,deposit density,,,geol.,0,
Ablagerungsgebiet,ˈaplˌɑɡeːrˌʊŋsɡəbˌiːt,"deposition area , depositional area",,,geol.,0,
Sediment,zˌeːdiːmˈɛnt,"sedimentary rock , stratified rock , bedded rock , sedimentite",,,geol.,0,"Ablagerungsgestein, Sedimentgestein, Schichtgestein"
Ablagetisch,ˈaplaɡˌeːtɪʃ,delivery table,,,print,0,
Ablassen des Kletterpartners,ˈaplˌasən dɛs klˈɛtɜpˌaɾtnɜs,lowering of the fellow climber,,,sport,0,
Benzinhahn,bˈɛntsɪnhˌɑːn,fuel petcock,,,auto,0,
Kühlerablasshahn,kˈyːleːrˌablashˌɑːn,radiator drain petcock,,,auto,0,
Ablaßhandel,ˈaplˌashandəl,"sale of indulgences , selling of indulgences",,,"relig., hist., alt",0,Ablasshandel
Abfohlen,ˈapfˌoːlən,foaling,,,zool.,1,
Erlöschen,ɛɾlˈœʃən,termination,,,jur.,2,"Ablauf, Ende"
Abfluss,ˈapflˌʊs,discharge,,,techn.,0,Ablauf
Ablauf,ˈaplˌaʊf,"run-off , runoff",,,agr.,0,
ausgefahrene Gleise,ˈaʊsɡəfˌɑːrənə ɡlˈaɪzə,"rut , groove",,,"Br., übtr.",0,eingefahrener Ablauf
in den Alltagstrott,ɪn deːn ˈaltakstɾˌɔt,into the groove,,,"back, zurück",0,
Abflusswasser,ˈapflˌʊsvasɜ,runoff water,,,envir.,0,Ablaufwasser
Ablass,ˈaplˌas,indulgence,,,relig.,0,
Entwässerungsgraben,ɛntvˈɛseːrˌʊŋsɡɾɑːbən,drain,,,constr.,0,"Abzugskanal, Ablasskanal"
Ablaßsammler,ˈaplˌaszamlɜ,drain header,,,"alt, techn.",0,Ablasssammler
Ablassschraube,ˈaplˌasʃraʊbə,drain plug,,,techn.,0,
Ablassventil,ˈaplˌasvəntˌiːl,release valve,,,techn.,0,
Ausnutzen des fehlerhaften Ablaufs in einem Computerspiel seitens des Spielers,ˈaʊsnˌʊtsən dɛs fˈeːlɜhˌaftən ˈaplˌaʊfs ɪn ˌaɪnəm kɔmpjˈuːtɜʃpˌiːl zˈaɪtəns dɛs ʃpˈiːlɜs,glitching,,,comp.,0,fehlerhafter Ablauf in einem Computerspiel aufgrund eines Programmierfehlers
Ablaufdatum,ˈaplˌaʊfdatˌuːm,"expiry date , expiration date",,,adm.,1,
Ablaufhahn,ˈaplˌaʊfhɑːn,draincock,,,techn.,0,
Ablaufkonzentration,ˈaplˌaʊfkɔntsˌɛntɾatsjˌoːn,effluent concentration,,,"chem., envir.",0,
Wasserschenkel,vˈasɜʃˌɛŋkəl,"water bar , window drip",,,constr.,0,"Wetterschenkel, Ablaufleiste"
Ablaufrate,ˈaplaʊfrˌɑːtə,run-off rate,,,envir.,0,
Ablaufregelventil,ˈaplˌaʊfreːɡˌɛlvəntˌiːl,discharge control valve,,,techn.,0,
Ablaufschlauch,ˈaplˌaʊfʃlaʊx,drain hose,,,techn.,0,
Ablaufstandard,ˈaplˌaʊfstandˌaɾt,effluent standard,,,"chem., envir.",0,
Schrittkette,ʃrˈɪtkɛtə,"sequential control , sequence control system",,,techn.,0,Ablaufsteuerung
Ablaufverfolgung,ˈaplˌaʊffɜfˌɔlɡʊŋ,"trace , tracing , backtrace",,,comp.,0,
Protokollprogramm,pɾoːtˌoːkɔlpɾɔɡɾˈam,"tracing program , trace program , tracing routine , trace routine , tracer",,,comp.,0,"Ablaufverfolger, Ablaufüberwachungsprogramm, Ablaufverfolgungsprogramm"
Ablauge,ˈaplˌaʊɡə,"spent lye , waste lye",,,chem.,0,
Ablaugekessel,ˈaplˌaʊɡeːkˌɛsəl,liquor-fired boiler,,,mach.,0,
Ablaut,ˈaplˌaʊt,"vowel gradation , ablaut",,,ling.,0,
Hinscheiden,hˈɪnʃaɪdən,"decease   , demise",,,"adm., poet.",0,"Hinschied, Ableben"
Hinschied,hˈɪnʃiːt,"decease   , demise",,,"adm., Schw., poet.",0,"Ableben, Hinscheiden"
Ablegen,ˈaplˌeːɡən,delevitation,,,techn.,0,
Senker,zˈɛŋkɜ,layer,,,"agr., selten",0,"Ableger, Absenker"
Ablegereife,ˈaplˌeːɡeːrˌaɪfə,replacement state of wear,,,techn.,0,
Ablegewagen,ˈaplˌeːɡeːvˌɑːɡən,"plaiting truck , truck for ropeform or plaited fabric",,,textil.,0,
Refüsierung,rˌeːfyːzˈiːrʊŋ,"refusal , declination",,,Schw.,0,"Absage, Weigerung, Abweisung"
abberichtet werden,ˈapbərˌɪçtət vˌɛɾdən,meet with a refusal,,,Schw.,0,
Ablehnung,ˈaplˌeːnʊŋ,repudiation,,,"öffentliche, public, pol.",1,
kritischer Bereich,kɾˈiːtɪʃɜ bərˈaɪç,"rejection region , critical region",,,statist.,0,Ablehnungsbereich
kritischer Wert,kɾˈiːtɪʃɜ vˈɛɾt,"rejection limit , significance point , critical value",,,statist.,0,"Ablehnungsschwelle, Signifikanzschwelle, Ablehnungsgrenze"
Rückweisungslinie,rˈykvaɪzˌʊŋsliːnˌɪə,rejection line,,,statist.,0,Ablehnungslinie
Ablehnungszahl,ˈaplˌeːnʊŋstsˌɑːl,rejection number,,,statist.,0,
Differenziation,dˌɪfeːrˌɛntsiːatsjˈoːn,differentiation,,,math.,0,"Ableiten, Differenzieren"
Ableitkondensator,ˈaplˌaɪtkɔndɛnzˌɑtoːɾ,bypass capacitor,,,electr.,0,
Ableitstrom,ˈaplˌaɪtʃtɾˌoːm,"leakage current , leakance current",,,electr.,0,
Ableitung,ˈaplˌaɪtʊŋ,derivative,,,math.,1,
Abführung,ˈapfˌyːrʊŋ,dissipation,,,phys.,0,Ableitung
Ableitung,ˈaplˌaɪtʊŋ,lead,,,"phys., electr.",0,
Verlust,fɛɾlˈʊst,"leakage , loss",,,electr.,0,Ableitung
Ableitung,ˈaplˌaɪtʊŋ,derivative,,,min.,0,
Ableitung der Steuerspannungsversorgung,ˈaplˌaɪtʊŋ dɛɾ ʃtˈɔøɜʃpˌanʊŋsfɜzˌɔɾɡʊŋ,control voltage supply discharge,,,electr.,0,
Ableitungsbaum für die automatische Syntaxanalyse,ˈaplˌaɪtʊŋsbˌaʊm fyːɾ diː ˌaʊtoːmˈɑːtɪʃə zˌyntaksanˈɑːlyːzə,parsing derivation tree,,,comp.,0,
Verzweigungsbauwerk,fɛɾtsvˈaɪɡʊŋsbˌaʊvɛɾk,"diversion structure , diversion works , diversion weir",,,geol.,0,Ableitungsbauwerk
Drainagebronchus,dɾˈaɪnaɡˌɛbɾɔnçˌʊs,draining bronchus,,,anat.,0,Ableitungsbronchus
Ableitungsdämpfung,ˈaplˌaɪtʊŋsdˌɛmpfʊŋ,"leakage attenuation , shunt loss",,,telco.,0,
Inferenzregel,ˌɪnfeːrˈɛntsreːɡəl,inference rule,,,comp.,0,"Deduktionsregel, Ableitungsregel"
Ableitstollen,ˈaplˌaɪtʃtˌɔlən,"diversion tunnel , underground diversion channel",,,geol.,0,Ableitungsstollen
Ableitungswiderstand,ˈaplˌaɪtʊŋsvˌiːdɜstˌant,"bleeder resistor , bleeder",,,electr.,0,Ableitwiderstand
Ablenkbarkeit,ˈaplˌɛŋkbaɾkˌaɪt,distractibility,,,psych.,0,
Ablenkplatte,ˈaplˌɛŋkplatə,"deflector , baffle",,,techn.,0,"Ablenkblech, Prallblech, Prallplatte"
Ablenkelektrode,ˈaplˌɛnkəlˌɛktɾoːdə,"deflection electrode , deflecting electrode",,,electr.,0,
Ablenkpflanze,ˈaplˌɛŋkpflantsə,distracting plant,,,agr.,0,
Ablenkspule,ˈaplˌɛŋkspuːlə,orbit shift coil,,,techn.,0,
Ablenkspulenjoch,ˈaplˌɛŋkspuːlˌɛnjɔx,"deflection yoke , yoke",,,electr.,0,"Ablenksystem, Ablenkjoch"
Einschnürtrommel,ˈaɪnʃnˌyɾtɾɔməl,"snub pulley , snub roller",,,techn.,0,Ablenktrommel
Auslenkung,ˈaʊslˌɛnkʊŋ,deviation,,,phys.,0,Ablenkung
Ablenkungsmanöver,ˈaplˌɛnkʊŋsmˌɑnøːvɜ,"diversionary manoeuvre   , diversionary maneuver",,,"Br., mil., Am.",0,
Ablenkungsmanöver,ˈaplˌɛnkʊŋsmˌɑnøːvɜ,diversionary tactic,,,übtr.,0,
Ablenkungsverhalten,ˈaplˌɛnkʊŋsfɜhˌaltən,diversion behaviour/behavior,,,"zool., Am.",0,
Ablesegenauigkeit,ˈaplˌeːzeːɡˌɛnaʊˌɪçkaɪt,"reading accuracy , reading precision , accuracy of reading",,,techn.,0,
Armatur,ˌaɾmatˈuːɾ,instrument,,,"auto, mach., aviat.",0,Ableseinstrument
Ablochen von Funktionskodes,ˈaplˌɔxən fɔn fˈʊŋktsjˌoːnskoːdəs,additional code punch,,,"comp., hist.",0,
Ablochimpulsgeber,ˈaplˌɔxɪmpˌʊlsɡeːbɜ,punch emitter,,,"comp., hist.",0,
Transfersumme,tɾˈansfɜzˌʊmə,transfer fee,,,"fin., sport",0,Ablösesumme
Ablösbarkeit,ˈaplˌœsbaɾkˌaɪt,release,,,print,0,
Abscherung,ˈapʃˌeːrʊŋ,"detachment , decollement",,,geol.,0,"Ablösung, Loslösung"
Ablösung,ˈaplˌøːzʊŋ,commutation,,,fin.,1,
Ablöse,ˈaplˌøːzə,commutation payment,,,Ös.,0,"Abfindung, Abfindungszahlung"
Spaltebene,ʃpˈalteːbənə,"cleavage face , cleavage plane",,,min.,0,Ablösungsfläche
Ausgangsluft,ˈaʊsɡˌaŋslʊft,"outgoing air , exhaust air , extracted air",,,techn.,0,"Fortluft, Abluft"
Entlüfterstutzen,ɛntlˈyftɜstˌʊtsən,air vent,,,techn.,0,Abluftstutzen
Deal,(en)dˈiːl(de),deal,,,ugs.,0,"Handel, Abmachung"
Diät,dˈiːɛːt,"restricted diet , regulated diet , dietary regime , dietary regimen , dietary programme , dietary",,,"cook., dated",0,
Unterlassungsaufforderung,ˌʊntɜlˌasʊŋsaʊfˈɔɾdərˌʊŋ,cease and desist letter,,,jur.,0,Abmahnung
Abmeldevorgang,ˈapmˌɛldeːvˌɔɾɡaŋ,logout,,,comp.,0,"Abmeldung, Abmelden"
Abmeldung,ˈapmˌɛldʊŋ,"logging off , logoff",,,comp.,0,
Abmaß,ˈapmˌɑːs,"measurement , dimension",,,"measured, math.",0,"Maß, Aufmaß, Abmessung"
Abnäher,ˈapnˌɛːɜ,"tuck for shortening , dart",,,textil.,0,
einen Abnäher in etw. machen,ˌaɪnən ˈapnˌɛːɜ ɪn ˈɛtf mˈaxən,tuck sth.,,verb,textil.,0,
Abnabelung,ˈapnˌɑbəlˌʊŋ,cutting of a child's cord,,,med.,0,
Abnadelvorrichtung,ˈapnˌɑdəlfˌoːɾrɪçtˌʊŋ,unclipping device,,,textil.,0,
Endabnahme,ˈɛndabnˌɑːmə,acceptance,,,adm.,0,Abnahme
Abnahme der Schaltendicke bei den Eiern,ˈapnˌɑːmə dɛɾ ʃˈaltəndˌɪkə baɪ deːn ˈaɪɜn,eggshell thinning,,,zool.,0,
Prüfstelle,pɾˈyːfʃtɛlə,inspecting authority,,,adm.,0,Abnahmebehörde
Abnahmezeugnis,ˈapnˌɑːmeːtsˌɔøɡnɪs,"acceptance certificate , inspection certificate , approval note",,,adm.,0,Abnahmebescheinigung
Abnahmenorm,ˈapnˌɑːmənˌɔɾm,"acceptance criterion , approval criterion",,,adm.,0,Abnahmekriterium
Freigabetest,frˈaɪɡɑːbətəst,"approval test , acceptance test , inspection test , acceptance inspection",,,techn.,0,"Abnahmetest, Übernahmeprüfung, Abnahmeprüfung"
Abnahmeverfahren,ˈapnˌɑːməfɛɾfˌɑːrən,acceptance test procedure,,,techn.,0,Abnahmeprüfverfahren
Abnehmer,ˈapnˌeːmɜ,"buyer , purchaser",,,econ.,0,
Abnehmer,ˈapnˌeːmɜ,account debtor,,,fin.,0,
Greuel,ɡɾˈɔøəl,aversion,,,alt,0,"Aversion, Antipathie, Gräuel"
Koprophobie,kˌɔpɾoːfoːbˈiː,coprophobia,,,"med., biol.",0,Abneigung gegen Kot
Abnutzung,ˈapnˌʊtsʊŋ,"wear , abrasion",,,geol.,0,
natürliche Abnutzungserscheinungen,Abnützungserscheinungen,wear and tear,,,"Schw., Süddt., normal",0,natürliche Abnutzung/Abnützung
natürliche Abnutzung,Abnützung,wear and tear,,,"Schw., Süddt., normal",0,natürliche Abnutzungserscheinungen/Abnützungserscheinungen
Abolitionismus,ˌɑboːliːtsjˌoːnˈɪsmʊs,abolitionism,,,pol.,0,
Abolitionist,ˌɑboːliːtsjˌoːnˈɪst,abolitionist,,,pol.,0,
Delegation,dˌeːleːɡatsjˈoːn,delegation,,,adm.,4,Abordnung
Plumpsklo,plˈʊmpskloː,privy,,,ugs.,0,"Donnerbalken, Latrine, Abtritt"
Abtrittsdünger,ˈaptɾˌɪtsdyŋɜ,night soil,,,"dated, agr., hist.",0,Abortdünger
Verpackungsmaschine,fɛɾpˌakʊŋsmaʃˈiːnə,"packing machine , packer",,,mach.,0,Abpackmaschine
Schlusspfiff,ʃlˈʊspfɪf,final whistle,,,sport,1,Abpfiff
Abplattfräser,ˈapplˌatfrɛːzɜ,profile cutter,,,mach.,0,
Abplatthobel,ˈapplˌattoːbəl,panel raising plane,,,mach.,0,
Abflachung,ˈapflˌaxʊŋ,flattening,,,"geogr., phys.",0,Abplattung
Abpraller,ˈappɾˌalɜ,rebound,,,sport,1,
Abpufferung,ˈappˌʊfərˌʊŋ,buffering,,,chem.,0,"Abpuffern, Puffern"
Putzausbesserung,pˌʊtsaʊsbˈɛsərˌʊŋ,resurfacing,,,constr.,0,Abputzen
Abquetschwalze,ˈapkvˌɛtʃvaltsə,consolidation roll,,,techn.,0,
Abrus-Ranken,ˈapɾˌʊs rˈaŋkən,abrus vines,,,bot.,0,
Abrutschen von Fäden,ˈapɾˌʊtʃən fɔn fˈɛːdən,sloughing off,,,textil.,0,
Abrückpunkt,ˈapɾˌykpʊŋkt,departure point,,,techn.,0,
Rüstzeit,rˈystsaɪt,take-down time,,,mach.,0,Abrüstzeit
Ausschabung,ˈaʊsʃˌɑbʊŋ,abrasion,,,med.,0,"Abrasio, Abrasion"
schleifende Erosion,ʃlˈaɪfəndə ɛɾoːzjˈoːn,"abrasion , abrasive erosion , corrasion",,,geol.,0,"Korrasion, Schleiferosion, Abrasion"
Abrasion,ˈapɾazjˌoːn,"abrasion , attrition , degradation",,,geol.,0,
Abrasionsfläche,ˈapɾˌɑzɪˌoːnsflɛçə,"abrasion plane , plane of abrasion , plane of denudation , level of abrasion",,,geol.,0,
Abräumen,ˈapɾˌɔømən,"overburden removing , baring",,,geol.,0,
Abräumer,ˈapɾˌɔømɜ,enforcer,,,sport,0,
Abräumen,ˈapɾˌɔømən,"overburden removal , stripping",,,min.,0,"Abraumentfernung, Abraumbeseitigung"
Abraumdeponie,ˈapɾˌaʊmdeːpoːnˌiː,"overburden dump , spoil pile , spoil mound , mound of spoil , waste pile",,,min.,0,"Abraumhalde, Abraumkippe"
Abraumlokomotive,ˈapɾˌaʊmloːkˌoːmoːtˌiːvə,clearing locomotive,,,min.,0,
Abraum,ˈapɾˌaʊm,"overburden layer , overburden , mine waste , mine spoil",,,min.,0,Abraumschicht
Abreaktion,ˈapɾˌeːaktsjˌoːn,abreaction,,,psych.,0,Abreagieren
Verrechnen,fɛɾrˈɛçnən,billing,,,"adm., econ.",0,"Abrechnen, Verrechnung, Abrechnung"
Abrechnung,ˈapɾˌɛçnʊŋ,"statement of account , statement",,,fin.,2,
Rechnung,rˈɛçnʊŋ,reckoning,,,"archaic, übtr., econ.",0,Abrechnung
Abrechnungsabteilung,ˈapɾˌɛçnʊŋsˌaptaɪlˌʊŋ,settlements department,,,fin.,0,
Abrechnungscomputer,ˈapɾˌɛçnʊŋskˌɔmpuːtɜ,accounting computer,,,comp.,0,
Abrechnungskonto,ˈapɾˌɛçnʊŋskˌɔntoː,"transaction account , settlement account",,,fin.,0,
Verrechnungsposition,fɛɾrˌɛçnʊŋspˌoːziːtsjˈoːn,accounting item,,,"adm., econ.",0,"Buchhaltungsposten, Abrechnungsposten, Verrechnungsposten"
Abrechnungssaldo,ˈapɾˌɛçnʊŋsˌaldoː,clearing balance,,,fin.,0,
zentrale Abrechnungsstelle,tsɛntɾˈɑːlə ˈapɾˌɛçnʊŋsʃtˌɛlə,"accounting centre   , accounting center",,,"Br., fin., Am.",0,
Abrechnungssystem,ˈapɾˌɛçnʊŋszystˌeːm,accounting system,,,"fin., econ.",1,
