English Word,IPA Pronunciation,German Translation,Gender,Word Type,Domains,Examples,Synonyms
tokenism,tˈəʊkiːnˌɪzəm,"Alibiaktion , Alibipolitik , Feigenblattaktion , Feigenblattpolitik",feminine,,pej.,0,
John Barleycorn,dʒˈɒn bˈɑːlɪkˌɔːn,Alkohol,masculine,,humor.,0,alcohol
be on the bottle,biː ɒnðə bˈɒtəl,"dem Alkohol zusprechen, gerne biberln",,,"Br., Ös., fig.",0,
be on the wagon,biː ɒnðə wˈaɡən,"keinen Alkohol trinken, Antialkoholiker sein",,,coll.,0,be on the wag
moonlight,mˈuːnlaɪt,schwarzgebrannter Alkohol,,,coll.,0,
alcohol dependent,ˈalkəhˌɒl dɪpˈɛndənt,"Alkoholabhängiger   , Alkoholsüchtiger   , Trunksüchtiger   , Potator   , Alkoholiker , Alki",masculine,,"med., ugs.",0,"alcoholic, alky, alkie"
alky,ˈalki,"Alkoholabhängiger   , Alkoholsüchtiger   , Trunksüchtiger   , Potator   , Alkoholiker , Alki",masculine,,"coll., med., ugs.",0,"alcoholic, alcohol dependent, alkie"
alkie,ˈalki,"Alkoholabhängiger   , Alkoholsüchtiger   , Trunksüchtiger   , Potator   , Alkoholiker , Alki",masculine,,"coll., med., ugs.",0,"alcoholic, alky, alcohol dependent"
prohibitionist,pɹəhɪbˈɪʃənˌɪst,"Alkoholgegner , Verfechter eines gesetzlichen Alkoholverbots",masculine,,Am.,0,dry
dry,dɹˈaɪ,"Alkoholgegner , Verfechter eines gesetzlichen Alkoholverbots",masculine,,Am.,0,prohibitionist
booze,bˈuːz,Alkoholisches,neuter,,Br.,1,
intoxication,ɪntˌɒksɪkˈeɪʃən,"Alkoholisierung  , Betrunkenheit , Rausch",masculine,,med.,0,"insobriety, inebriation, drunkenness"
alcohol check,ˈalkəhˌɒl tʃˈɛk,Alkoholkontrolle,feminine,,"polizeiliche, police",1,"roadside alcohol check, sobriety checkpoint"
sobriety checkpoint,səbɹˈaɪətɪ tʃˈɛkpɔɪnt,Alkoholkontrolle,feminine,,"polizeiliche, Am.",0,"alcohol check, roadside alcohol check"
moonshiner,mˈuːnʃɪnə,Alkoholschmuggler,masculine,,coll.,0,
avenue tree,ˈavənjˌuː tɹˈiː,"Alleebaum , Hochstamm für Straßenbepflanzung",masculine,,"Br., agr.",0,standard street tree
standard street tree,stˈandəd stɹˈiːt tɹˈiː,"Alleebaum , Hochstamm für Straßenbepflanzung",masculine,,"agr., Am.",1,avenue tree
make sb. (the) universal beneficiary,mˌeɪk ˌɛsbˈiː ðə jˌuːnɪvˈɜːsəl bˌɛnɪfˈɪʃəɹi,jdn. zum Alleinerben einsetzen,,,Br.,0,
Cheerio!,tʃˈiəɹɪˌəʊ,"Alles Gute!, Viel Glück!, Gott befohlen!    , Behüt dich Gott!  , Geh(t) mit Gott!",,,"dated, veraltend, geh.",0,Godspeed!
Godspeed!,ɡˈɒdspiːd,"Alles Gute!, Viel Glück!, Gott befohlen!    , Behüt dich Gott!  , Geh(t) mit Gott!",,,"veraltend, geh., relig.",0,Cheerio!
all-rounder,ˈɔːl ɹˈaʊndə,"Alleskönner , Alleskönnerin , Multitalent , Allrounder",masculine,,"Br., Austr.",1,"Jack-of-all-trades, jack of all trades"
jack of all trades,dʒˈak ɒv ˈɔːl tɹˈeɪdz,"Alleskönner , Alleskönnerin , Multitalent , Allrounder",masculine,,"coll., Am.",0,"all-rounder, Jack-of-all-trades"
bedfellows,bˈɛdfɪlˌəʊz,"Allianz , Verbindung",feminine,,"pol., fig., soc.",1,
allonge,ˈalɒndʒ,Allonge,feminine,,"Br., fin.",0,rider
rider,ɹˈaɪdə,Allonge,feminine,,"fin., Am.",0,allonge
all-rounder,ˈɔːl ɹˈaʊndə,"Allroundsportler , Allroundsportlerin",masculine,,"Br., sport",0,
all-mains motor,ˈɔːl mˈeɪnz mˈəʊtə,Allstrommotor,masculine,,"Br., electr.",0,all-current motor
all-current motor,ˈɔːl kˈʌɹənt mˈəʊtə,Allstrommotor,masculine,,"electr., Am.",0,all-mains motor
all-weather pitch,ˈɔːl wˈɛðə pˈɪtʃ,Allwetterplatz,masculine,,"Br., sport",1,all-weather court
all-weather court,ˈɔːl wˈɛðə kˈɔːt,Allwetterplatz,masculine,,"sport, Am.",1,all-weather pitch
all-purpose tire,ˈɔːl pˈɜːpəs tˈaɪə,Allzweckreifen,masculine,,"auto, Am.",1,all-purpose tyre
alphabetization,ˌalfəbˌɛtaɪzˈeɪʃən,Alphabetisierung,feminine,,eAm.,0,alphabetisation
alphabetisation,ˌalfəbˌɛtaɪzˈeɪʃən,Alphabetisierung,feminine,,Br.,0,alphabetization
love apple,lˈʌv ˈapəl,"Alraunenbeere , Liebesapfel",masculine,,"coll., obs., bot.",0,mandrake berry
shandy,ʃˈandi,"Alsterbier     , Alsterwasser     , Radler   , Radler   , Panaché",masculine,,"Ös., cook., Br.",0,
old flat,ˈəʊld flˈat,Altbauwohnung,feminine,,Br.,0,old apartment
old apartment,ˈəʊld ɐpˈɑːtmənt,Altbauwohnung,feminine,,Am.,0,old flat
treble recorder,tɹˈɛbəl ɹɪkˈɔːdə,Altblockflöte,feminine,,"Br., mus.",0,alto recorder
alto recorder,ˈaltəʊ ɹɪkˈɔːdə,Altblockflöte,feminine,,"mus., Am.",0,treble recorder
sb.'s old lady,ˌɛsbˈiː ˈɛs ˈəʊld lˈeɪdi,"jds. Alte , jds. Olle",feminine,,"slang, soc., Norddt.",0,sb.'s old woman
sb.'s old Dutch,ˌɛsbˈiː ˈɛs ˈəʊld dˈʌtʃ,jds. Alte,feminine,,"Br., slang, soc.",0,sb.'s squaw
sb.'s squaw,ˌɛsbˈiː ˈɛs skwˈɔː,jds. Alte,feminine,,"slang, soc., Am.",0,sb.'s old Dutch
sb.'s old man,ˌɛsbˈiː ˈɛs ˈəʊld mˈan,"jds. Alter , jds. Oller",masculine,,"slang, soc., Norddt.",0,
eldercare,ˈɛldəkˌeə,Altenpflege,feminine,,Am.,0,"geriatric care, geriatric nursing, care of the elderly"
geriatric care centre,dʒˌɛɹɪˈatɹɪk kˈeə sˈɛntə,Altenpflegezentrum,neuter,,Br.,1,geriatric care center
geriatric care center,dʒˌɛɹɪˈatɹɪk kˈeə sˈɛntə,Altenpflegezentrum,neuter,,Am.,1,geriatric care centre
bro,bɹˈəʊ,"Alter, Bruda  , Digger",,,"Jugendsprache, Am.",0,"bra, bruh"
bruh,bɹˈʌ,"Alter, Bruda  , Digger",,,"Jugendsprache, Am.",0,"bra, bro"
bra,bɹˈɑː,"Alter, Bruda  , Digger",,,"Jugendsprache, South Africa",0,"bro, bruh"
ageing,ˈeɪdʒɪŋ,Altern,neuter,,Br.,0,"aging, the aging-process"
aging,ˈeɪdʒɪŋ,Altern,neuter,,Am.,0,"ageing, the aging-process"
ageism,ˈeɪdʒɪzəm,"Altersdiskriminierung , Diskriminierung aufgrund des Alters",feminine,,"Br., soc.",0,"age discrimination, agism"
agism,ˈeɪdʒɪzəm,"Altersdiskriminierung , Diskriminierung aufgrund des Alters",feminine,,"soc., Am.",0,"ageism, age discrimination"
diseases of aging,ageing,Alterskrankheiten,,plural,"med., Br.",0,
occupational retirement provision,ˌɒkjʊpˈeɪʃənəl ɹɪtˈaɪəmənt pɹəvˈɪʒən,betriebliche Altersversorgung,,,Am.,0,occupational pension provision
superannuation scheme,sˌuːpəɹˌanjuːˈeɪʃən skˈiːm,betriebliche Altersvorsorge,feminine,,"Br., Austr.",0,
archeology,ˌɑːkɪˈɒlədʒi,"Altertumskunde , Archäologie",feminine,,Am.,0,archaeology
ageing,ˈeɪdʒɪŋ,Alterung,feminine,,Br.,0,aging
aging,ˈeɪdʒɪŋ,Alterung,feminine,,Am.,0,ageing
tenor horn,tˈɛnə hˈɔːn,Althorn,neuter,,"Br., mus.",0,alto horn
alto horn,ˈaltəʊ hˈɔːn,Althorn,neuter,,"mus., Am.",0,tenor horn
rag'n'bone man,ɹˈaɡ ˈɛn bˈəʊn mˈan,"Altkleidersammler , Lumpensammler , Fetzentandler",masculine,,"Br., Ös.",0,"rag-and-bone man, ragman, ragpicker"
ragman,ɹˈaɡmən,"Altkleidersammler , Lumpensammler , Fetzentandler",masculine,,"Ös., Am.",0,"rag-and-bone man, rag'n'bone man, ragpicker"
used tyre,tire,Altreifen,masculine,,"auto, Am.",0,scrap tyre/tire
scrap tyre,tire,Altreifen,masculine,,"auto, Am.",0,used tyre/tire
buyback centre,bˈaɪbak sˈɛntə,Altstoff-Rückkaufzentrum,neuter,,"Br., envir.",0,buyback center
buyback center,bˈaɪbak sˈɛntə,Altstoff-Rückkaufzentrum,neuter,,"envir., Am.",0,buyback centre
resale business,ɹˈiːseɪl bˈɪznəs,Altwarenhandel,masculine,,"econ., Am.",0,second-hand goods trade
aluminising,ɐlˈuːmɪnˌaɪzɪŋ,"Aluminieren , Aluminiumbedampfung , Aluminiumaufdampfung , Aluminiumbeschichtung",feminine,,Br.,0,aluminizing
aluminium coating,ˌaljʊmˈɪniəm kˈəʊtɪŋ,Aluminiumanstrich,masculine,,Br.,0,aluminum coating
aluminum coating,ɐlˈuːmɪnəm kˈəʊtɪŋ,Aluminiumanstrich,masculine,,Am.,0,aluminium coating
aluminium box,ˌaljʊmˈɪniəm bˈɒks,Aluminiumbehälter,masculine,,Br.,0,aluminum box
aluminum box,ɐlˈuːmɪnəm bˈɒks,Aluminiumbehälter,masculine,,Am.,0,aluminium box
aluminium sheet,ˌaljʊmˈɪniəm ʃˈiːt,Aluminiumblech,neuter,,Br.,0,aluminum sheet
aluminum sheet,ɐlˈuːmɪnəm ʃˈiːt,Aluminiumblech,neuter,,Am.,0,aluminium sheet
aluminium can,ˌaljʊmˈɪniəm kˈan,"Aluminiumdose , Aludose",feminine,,"Br., ugs.",0,"aluminum can, aluminium tin"
aluminium tin,ˌaljʊmˈɪniəm tˈɪn,"Aluminiumdose , Aludose",feminine,,"Br., ugs.",0,"aluminium can, aluminum can"
aluminum can,ɐlˈuːmɪnəm kˈan,"Aluminiumdose , Aludose",feminine,,"ugs., Am.",0,"aluminium can, aluminium tin"
aluminium facade,ˌaljʊmˈɪniəm fəsˈɑːd,Aluminiumfassade,feminine,,Br.,0,aluminum facade
aluminum facade,ɐlˈuːmɪnəm fəsˈɑːd,Aluminiumfassade,feminine,,Am.,0,aluminium facade
aluminium window frame,ˌaljʊmˈɪniəm wˈɪndəʊ fɹˈeɪm,Aluminiumfensterrahmen,masculine,,Br.,1,aluminum window frame
aluminum window frame,ɐlˈuːmɪnəm wˈɪndəʊ fɹˈeɪm,Aluminiumfensterrahmen,masculine,,Am.,1,aluminium window frame
aluminium window-sill,ˌaljʊmˈɪniəm wˈɪndəʊ sˈɪl,Aluminiumfensterbank,feminine,,Br.,0,aluminum window-sill
aluminum window-sill,ɐlˈuːmɪnəm wˈɪndəʊ sˈɪl,Aluminiumfensterbank,feminine,,Am.,0,aluminium window-sill
aluminium casting,ˌaljʊmˈɪniəm kˈastɪŋ,"Aluminiumguss , Aluguss",masculine,,Br.,0,"aluminium cast, aluminum casting, aluminum cast"
aluminum casting,ɐlˈuːmɪnəm kˈastɪŋ,"Aluminiumguss , Aluguss",masculine,,Am.,0,"aluminium cast, aluminum cast, aluminium casting"
aluminium mill,ˌaljʊmˈɪniəm mˈɪl,Aluminiumhütte,feminine,,Br.,0,aluminum mill
aluminum mill,ɐlˈuːmɪnəm mˈɪl,Aluminiumhütte,feminine,,Am.,0,aluminium mill
aluminium alloy,ˌaljʊmˈɪniəm ˈalɔɪ,Aluminiumlegierung,feminine,,Br.,0,aluminum alloy
aluminum alloy,ɐlˈuːmɪnəm ˈalɔɪ,Aluminiumlegierung,feminine,,Am.,0,aluminium alloy
aluminium frame,ˌaljʊmˈɪniəm fɹˈeɪm,Aluminiumrahmen,masculine,,Br.,0,aluminum frame
aluminum frame,ɐlˈuːmɪnəm fɹˈeɪm,Aluminiumrahmen,masculine,,Am.,0,aluminium frame
aluminium powder,ˌaljʊmˈɪniəm pˈaʊdə,"Aluminiumpulver , Alupulver , Aluminiumpigment",neuter,,"Br., techn.",0,aluminum powder
aluminum powder,ɐlˈuːmɪnəm pˈaʊdə,"Aluminiumpulver , Alupulver , Aluminiumpigment",neuter,,"techn., Am.",0,aluminium powder
aluminium tube,ˌaljʊmˈɪniəm tjˈuːb,Aluminiumrohr,neuter,,Br.,0,aluminum tube
aluminum tube,ɐlˈuːmɪnəm tjˈuːb,Aluminiumrohr,neuter,,Am.,0,aluminium tube
aluminum compound foil,ɐlˈuːmɪnəm kˈɒmpaʊnd fˈɔɪl,Aluminiumverbundfolie,feminine,,Am.,0,aluminium compound foil
mess tin,mˈɛs tˈɪn,Aluschale mit Klappgriff,,,"cook., Br., mil.",0,
amateur radio licence,ˈamətə ɹˈeɪdɪˌəʊ lˈaɪsəns,Amateurfunklizenz,feminine,,Br.,0,amateur radio license
amateur radio license,ˈamətə ɹˈeɪdɪˌəʊ lˈaɪsəns,Amateurfunklizenz,feminine,,Am.,0,amateur radio licence
doodlebag,dˈuːdəlbˌaɡ,Ameisenlarve,feminine,,Am.,0,
as sure as shooting,az ʃˈʊəɹ az ʃˈuːtɪŋ,"so sicher wie das Amen in der Kirche    , so sicher wie das Amen im Gebet",,,"Ös., rare, Dt.",0,"as sure as death, as sure as eggs is eggs"
Yank,jˈaŋk,Ami,masculine,,"coll., soc., ugs.",0,Yankee
buntings,bˈʌntɪŋz,Ammern,,plural,"Br., ornith.",0,American sparrows
American sparrows,ɐmˈɛɹɪkən spˈaɹəʊz,Ammern,,plural,"ornith., Am.",0,buntings
ameba,ˈeɪmbə,Amöbe,feminine,,"biol., Am.",0,amoeba
amortisation,ɐmˌɔːtaɪzˈeɪʃən,"Amortisierung , Amortisation",feminine,,"Br., fin.",0,amortization
robot,ɹˈəʊbɒt,"Ampel , Verkehrsampel , Lichtsignalanlage",feminine,,South Africa,0,"traffic light, traffic lights"
jump a red light,dʒˈʌmp ɐ ɹˈɛd lˈaɪt,bei Rot (über die Ampel/Kreuzung) fahren,,,coll.,0,
signalize a junction,sˈɪɡnəlˌaɪz ɐ dʒˈʌŋkʃən,eine Kreuzung mit einer Ampelregelung versehen,,,"auto, Austr., Am.",0,
amp,ˈamp,Amphetamin,neuter,,"slang, pharm.",1,amphetamine
amphitheatre,ˈamfɪθˌiətə,Amphitheater,neuter,,Br.,0,amphitheater
amphitheater,ˈamfɪθˌiːeɪtə,Amphitheater,neuter,,Am.,0,amphitheatre
agency,ˈeɪdʒənsi,Amt,neuter,,"adm., Am.",0,"office, administrative office, department"
parks department,pˈɑːks dɪpˈɑːtmənt,"Amt für Grünflächen, Grünflächenamt , Gartenbauamt , Gartenamt , Stadtgartenamt",neuter,,"adm., Br.",0,park department
park department,pˈɑːk dɪpˈɑːtmənt,"Amt für Grünflächen, Grünflächenamt , Gartenbauamt , Gartenamt , Stadtgartenamt",neuter,,"adm., Am.",0,parks department
impersonating a public servant,ɪmpˈɜːsənˌeɪtɪŋ ɐ pˈʌblɪk sˈɜːvənt,Amtsanmaßung,feminine,,"jur., Am.",0,false assumption of (public) authority
official letter,əfˈɪʃəl lˈɛtə,Amtsbescheid,masculine,,"adm., Br.",0,official action
official action,əfˈɪʃəl ˈakʃən,Amtsbescheid,masculine,,"adm., Am.",0,official letter
Inauguration Day,ɪnˌɔːɡjəɹˈeɪʃən dˈeɪ,Tag der Amtseinführung,,,Am.,0,
recall,ɹˈiːkɔːl,Amtsenthebung,feminine,,"pol., Am.",0,"dismissal from office, ouster, discharge from office"
ouster,ˈaʊstə,Amtsenthebung,feminine,,"pol., Am.",0,"dismissal from office, recall, discharge from office"
county court,kˈaʊnti kˈɔːt,"Amtsgericht , Bezirksgericht     , Friedensgericht",neuter,,"Br., Ös., jur.",0,"local court, municipal court"
municipal court,mjuːnˈɪsɪpəl kˈɔːt,"Amtsgericht , Bezirksgericht     , Friedensgericht",neuter,,"Schw., Ös., jur.",0,"local court, county court"
officeholder,ˈɒfɪshˌəʊldə,"Amtsträger , Amtsträgerin",masculine,,"adm., Am.",0,office holder
Amur leopard,ˈamə lˈɛpəd,Amurleopard,masculine,,Panthera pardus orientalis,0,
close reach,klˈəʊs ɹˈiːtʃ,Am-Wind-Kurs,masculine,,"coll., sport",0,close reach course
anaesthesiology,ɐnˌiːsθəsɪˈɒlədʒi,Anästhesiologie,feminine,,"med., Br.",0,anesthesiology
anesthesiology,ˌanɪsθˌiːzɪˈɒlədʒi,Anästhesiologie,feminine,,"med., Am.",0,anaesthesiology
analogues,ˈanəlˌɒɡz,"Analoga , gleichartige chemische Verbindungen",,plural,"Br., chem.",0,analogs
analogs,ˈanəlˌɒɡz,"Analoga , gleichartige chemische Verbindungen",,plural,"chem., Am.",0,analogues
analogue character,ˈanəlˌɒɡ kˈaɹɪktə,Analogzeichen,neuter,,Br.,0,analog character
analog character,ˈanəlˌɒɡ kˈaɹɪktə,Analogzeichen,neuter,,Am.,0,analogue character
rimjob,ɹˈɪmdʒɒb,Anal-Oralsex,masculine,,slang,0,"anilingus, rimming"
buggery,bˈʌɡəɹi,"Analsex , Analverkehr",masculine,,Br.,0,anal sex
bugger,bˈʌɡə,Analverkehr Ausübender,,,Br.,0,
analyser,ˈanɐlˌaɪsə,Analysator,masculine,,Br.,1,analyzer
analyzer,ˈanɐlˌaɪzə,Analysator,masculine,,Am.,1,analyser
analyser,ˈanɐlˌaɪsə,"Analyseprogramm , Analysierprogramm",neuter,,Br.,0,analyzer
quant,kwˈɒnt,quantitativer Analyst,,,coll.,0,quantitative analyst
anapaest,ˈanɐpˌiːst,Anapäst,masculine,,"Br., ling.",0,anapest
anapest,ˈaneɪpˌɪst,Anapäst,masculine,,"ling., Am.",0,anapaest
eve-teasing,ˈiːv tˈiːzɪŋ,öffentliches Anbaggern,neuter,,"India, soc.",0,
annexe,ˈanɛks,"Anbau , Anbaute",masculine,,"adm., Br., Schw.",0,"building extension, building addition, annex"
mounted tractor plough,mˈaʊntɪd tɹˈaktə plˈaʊ,Anbaupflug,masculine,,"Br., agr.",1,mounted tractor plow
mounted tractor plow,mˈaʊntɪd tɹˈaktə plˈaʊ,Anbaupflug,masculine,,"agr., Am.",1,mounted tractor plough
mounted disc plough,mˈaʊntɪd dˈɪsk plˈaʊ,Anbauscheibenpflug,masculine,,Br.,1,mounted disk plow
mounted disk plow,mˈaʊntɪd dˈɪsk plˈaʊ,Anbauscheibenpflug,masculine,,Am.,1,mounted disc plough
vender,vˈɛndə,"Anbieter , Ausstatter",masculine,,"econ., Am.",0,"supplier, provider, vendor"
purveyor,pɜːvˈeɪə,"Anbieter , Lieferant",masculine,,"formal, econ.",3,
churn,tʃˈɜːn,"Anbieterwechsel , Kundenabwanderung",masculine,,"customer, econ.",0,
a sight for sore eyes,ɐ sˈaɪt fɔː sˈɔːɹ ˈaɪz,"ein Anblick für Götter, ein Bild für Götter",,,"iron., Br.",1,
dawn,dˈɔːn,"Anbruch   , Beginn ()",masculine,,"geh., fig., + gen",4,
souvenir store,sˌuːvənˈiə stˈɔː,"Andenkenladen , Souvenirladen , Souvenirgeschäft",masculine,,Am.,0,souvenir shop
trust account,tɹˈʌst ɐkˈaʊnt,Anderkonto,neuter,,"Br., fin.",0,fiduciary account
stampede,stampˈiːd,"Andrang , Ansturm , Massenansturm",masculine,,"übtr., fig.",2,
acknowledgement,ɐknˈɒlɪdʒmənt,"Anerkenntnis , Eingeständnis",neuter,,Br.,2,acknowledgment
acknowledgment,ɐknˈɒlɪdʒmənt,"Anerkenntnis , Eingeständnis",neuter,,Am.,0,acknowledgement
acknowledgement,ɐknˈɒlɪdʒmənt,"Anerkennung   , Würdigung",feminine,,"persönliche, Br.",1,acknowledgment
acknowledgment,ɐknˈɒlɪdʒmənt,"Anerkennung   , Würdigung",feminine,,"persönliche, Am.",0,acknowledgement
tiro,tˈaɪɹəʊ,Anfänger,masculine,,Br.,0,tyro
tyro,tˈaɪɹəʊ,Anfänger,masculine,,Am.,0,tiro
journey,dʒˈɜːni,"Anfahrt , Fahrt",feminine,,"transp., Br.",5,
jag,dʒˈaɡ,"Anfall , Rausch",masculine,,Am.,0,spree
crying jag,kɹˈaɪɪŋ dʒˈaɡ,Weinanfall,masculine,,Am.,0,crying spree
from the get-go,fɹʌmðə ɡɛt ɡˈəʊ,"von Anfang an, von vornherein, von Anbeginn",,,"coll., geh., Am.",0,"from the outset, from the git-go, from the beginning"
from the git-go,fɹʌmðə ɡˈɪt ɡˈəʊ,"von Anfang an, von vornherein, von Anbeginn",,,"coll., geh., Am.",0,"from the outset, from the beginning, from the get-go"
file challenges,fˈaɪl tʃˈalɪndʒɪz,Einwendungen gegen die Echtheit bzw. Erheblichkeit eines Beweismittels machen,,,Am.,0,
challenge to the panel,array,Ablehnung sämtlicher Geschworenen,,,Am.,0,
victimisation,vˌɪktɪmaɪzˈeɪʃən,"persönliche Anfeindungen , Ausgrenzung",feminine,plural,"Br., soc.",0,victimization
yell,jˈɛl,Anfeuerungsruf,masculine,,Am.,0,
extended centre line,ɛkstˈɛndɪd sˈɛntə lˈaɪn,Anfluggrundlinie,feminine,,"Br., aviat.",0,"flight base line, extended centerline"
extended centerline,ɛkstˈɛndɪd sˈɛntəlˌaɪn,Anfluggrundlinie,feminine,,"aviat., Am.",0,"flight base line, extended centre line"
approach control radar,ɐpɹˈəʊtʃ kəntɹˈəʊl ɹˈeɪdɑː,Anflugkontrollradar,masculine,,"Br., aviat.",0,
radar approach control centre,center,Anflugkontrollstelle,feminine,,"aviat., Am.",0,
demands,dɪmˈandz,"hohe Anforderungen , hohe Ansprüche",,plural,heavy,5,
enquiry,ɛŋkwˈaɪəɹi,"Anfrage , Nachfrage , Bitte um Auskunft",feminine,,Br.,2,inquiry
inquiry,ɪŋkwˈaɪəɹi,"Anfrage , Nachfrage , Bitte um Auskunft",feminine,,Am.,0,enquiry
inverted comma,ɪnvˈɜːtɪd kˈɒmə,"Anführungszeichen , Anführungsstrich , Gänsefüßchen   , Tüttelchen",masculine,,"comp., print, Br.",2,"quote, quotation mark"
blowhard,blˈəʊhɑːd,"Angeber , Aufschneider , Großmaul , Wichtigtuer , Windmacher , Schaumschläger , Piefke   , Renommist   , Prahlhans   , Maulheld",masculine,,"geh., Norddt., veraltet",0,"boaster, swankpot, tinhorn"
tinhorn,tˈɪnhɔːn,"Angeber , Aufschneider , Großmaul , Wichtigtuer , Windmacher , Schaumschläger , Piefke   , Renommist   , Prahlhans   , Maulheld",masculine,,"geh., Norddt., veraltet",0,"boaster, swankpot, rodomont"
cockalorum,kˌɒkɐlˈɔːɹəm,"Angeber , Aufschneider , Großmaul , Wichtigtuer , Windmacher , Schaumschläger , Piefke   , Renommist   , Prahlhans   , Maulheld",masculine,,"dated, geh., Norddt.",0,"boaster, swankpot, tinhorn"
braggart,bɹˈaɡɑːt,"Angeber , Aufschneider , Großmaul , Wichtigtuer , Windmacher , Schaumschläger , Piefke   , Renommist   , Prahlhans   , Maulheld",masculine,,"dated, geh., Br.",0,"boaster, swankpot, tinhorn"
swankpot,swˈaŋkpɒt,"Angeber , Aufschneider , Großmaul , Wichtigtuer , Windmacher , Schaumschläger , Piefke   , Renommist   , Prahlhans   , Maulheld",masculine,,"dated, geh., Br.",0,"boaster, tinhorn, rodomont"
rodomont,ɹˈɒdəmˌɒnt,"Angeber , Aufschneider , Großmaul , Wichtigtuer , Windmacher , Schaumschläger , Piefke   , Renommist   , Prahlhans   , Maulheld",masculine,,"geh., archaic, Norddt.",0,"boaster, swankpot, tinhorn"
bling car,blˈɪŋ kˈɑː,"Angeberauto , Angeberwagen   , Protzkarre     , Potenzkrücke",masculine,,"slang, Br., Dt.",1,"showy car, bling bling car, flashy car"
bling bling car,blˈɪŋ blˈɪŋ kˈɑː,"Angeberauto , Angeberwagen   , Protzkarre     , Potenzkrücke",masculine,,"slang, Br., Dt.",1,"showy car, bling car, flashy car"
bling bling look,blˈɪŋ blˈɪŋ lˈʊk,Angeber-Look,masculine,,"coll., ugs.",0,
bling bling,blˈɪŋ blˈɪŋ,Angeberstück,neuter,,"coll., ugs.",0,
offer,ˈɒfə,"Angebot   , Anbot   , Anerbietung   , Offerte , Offert",feminine,,"Ös., schriftlich aufgeschlüsseltes, econ.",13,
tender,tˈɛndə,"Angebot   , Anbot   , Anerbietung",feminine,,"Ös., schriftlich aufgeschlüsseltes, econ.",7,bid
bid,bˈɪd,"Angebot   , Anbot   , Anerbietung",feminine,,"Ös., schriftlich aufgeschlüsseltes, econ.",7,tender
panel,pˈanəl,"Angeklagter , Angeklagte",masculine,,"Sc., jur.",0,"accused, defendant"
John Doe,dʒˈɒn dˈəʊ,anonymer Angeklagter oder anonymes Opfer,,,"the person of, Am.",0,
Jane Doe,dʒˈeɪn dˈəʊ,anonyme Angeklagte oder anonymes Opfer,,,"the person of, Am.",0,
earnest money,ˈɜːnɪst mˈʌni,"Angeld , Anzahlung , Draufgabe",feminine,,"fin., Am.",0,deposit
home affairs,hˈəʊm ɐfˈeəz,innere Angelegenheiten,,,Br.,0,internal affairs
chum,tʃˈʌm,Fischstücke als Köder,,,Am.,0,
furlough employees,fˈɜːləʊ ɛmplˈɔɪiːz,Angestellte in den Zwangsurlaub schicken,,,Am.,0,
anglerfishes,ˈaŋɡələfɪʃɪz,"Anglerfische , Fühlerfische",,plural,"Austr., zool.",0,frogfish
assaulter,ɐsˈɒltə,Angreifer,masculine,,rare,0,"attacker, assailant"
felonious assault,fɛlˈəʊniəs ɐsˈɒlt,Gewaltanwendung/Körperverletzung mit einer tödlichen Waffe,,,"versuchte, Am.",0,
attack,ɐtˈak,Angriff,masculine,,"Br., sport",2,offense
offense,əfˈɛns,Angriff,masculine,,"sport, Am.",0,attack
play offense,plˈeɪ əfˈɛns,im Angriff spielen,,,Am.,0,
fear,worry,"Angst/Furcht/Sorge, es könnte etwas Bestimmtes geschehen",,,"Br., formal",0,
chicken out,tʃˈɪkɪn ˈaʊt,"es (bei etw.) mit der Angst (zu tun) bekommen/kriegen, den Schwanz einziehen",,,coll.,1,
put the wind up sb.,pˌʊt ðə wˈaɪnd ˈʌp ˌɛsbˈiː,"jdm. Angst machen, jdn. ins Bockshorn jagen",,verb,"coll., übtr., ugs.",0,
dreaded rival,dɹˈɛdɪd ɹˈaɪvəl,Angstgegner,masculine,,"ugs., sport, Am.",0,"dreaded opponent, feared opponent, bogey team"
chicken strip,tʃˈɪkɪn stɹˈɪp,"Angstrand , Angststreifen",masculine,,"coll., auto, ugs.",0,
worshipper,wˈɜːʃɪpə,"Anhänger , Verehrer , Anbeter",masculine,,"Br., relig., pej.",1,worshiper
worshiper,wˈɜːʃɪpə,"Anhänger , Verehrer , Anbeter",masculine,,"relig., pej., Am.",0,worshipper
votary,vˈɒtəɹi,"überzeugter/treuer Anhänger , Jünger",masculine,,"dated, geh., formal",2,
thumb a lift,θˈʌm ɐ lˈɪft,"per Anhalter fahren, per Autostopp fahren, autostoppen  , trampen",,,"coll., Ös.",0,"hitchhike, go backpacking, hitch"
annex,ˈanɛks,"Anhang   Anh.,  /ˈan/",masculine,,"Br., print",0,"annexure, appendix"
annexure,ˈanɛkʃʊə,"Anhang   Anh.,  /ˈan/",masculine,,"print, South Africa, rare",0,"annex, appendix"
notes,nˈəʊts,Anhang,masculine,,"adm., econ., Am.",1,
exhibit,ɛɡzˈɪbɪt,Anhang,masculine,,"jur., Am.",0,schedule
trailer sway control,tɹˈeɪlə swˈeɪ kəntɹˈəʊl,"Anhängerstabilisierung , Giermoment-Regelung",feminine,,"auto, Am.",0,
bar girl,bˈɑː ɡˈɜːl,"Animierdame , Animiermädchen",feminine,,Am.,0,"bar hostess, nightclub hostess, B-girl"
